  0.10000000149011612        19495152.897705406        20029804.216012143     
  0.14897959229289270        41118860.567407452        41856496.492883794     
  0.19795918309566926        68357185.018421382        69113866.264939010     
  0.24693877836879419        99353680.311398730        99931772.140157446     
  0.29591836470122240        132317309.61235425        132530285.18385012     
  0.34489796891504404        165610256.57181317        165293739.66555047     
  0.39387755524747226        197805066.50229686        196822960.79697010     
  0.44285715946129389        227717498.14070338        225965305.66759509     
  0.49183672791232869        254419546.18276447        251832286.26854593     
  0.54081633212615032        277237237.61825389        273783789.82991385     
  0.58979593633997196        295736475.15774632        291515721.95810235     
  0.63877550479100675        309700727.52397197        304585939.02910858     
  0.68775510900482839        319103232.29856819        313261307.41608495     
  0.73673467745586319        324076175.33930665        317614943.63289911     
  0.78571431743247167        324879093.29966670        317926825.41388524     
  0.83469388588350646        321867919.43480974        314565376.16431558     
  0.88367345433454125        315466020.94536024        307958489.53112948     
  0.93265309431114973        306138000.52528393        298567930.26400286     
  0.98163266276218453        294366929.98959726        286867520.54397660     
   1.0306122312132193        280635050.31375730        273325155.01058280     
   1.0795918711898278        265408244.00221983        258388774.27816114     
   1.1285714396408626        249124098.89331359        242475963.01885781     
   1.1775510080918974        232183049.65601748        225966430.51369941     
   1.2265306480685059        214942673.53426793        209197665.79682305     
   1.2755102165195407        197714575.83003566        192462741.70503661     
   1.3244897849705755        180763207.92425811        176009390.25856850     
   1.3734693534216103        164306694.71811420        160042244.93923482     
   1.4224489218726450        148518903.77755788        144724412.22664183     
   1.4714286333748272        133532506.04385318        130180679.93003699     
   1.5204082018258620        119442941.10323526        116501250.63020997     
   1.5693877702768968        106312359.77452099        103745497.32986006     
   1.6183673387279316        94174189.223689318        91946037.274965003     
   1.6673469071789664        83037469.678284198        81112715.599931911     
   1.7163264756300012        72891084.820547909        71236368.012896419     
   1.7653061871321833        63707707.512864538        62292396.752428725     
   1.8142857555832181        55447541.662143543        54244160.676316746     
   1.8632653240342529        48061419.206521764        47045765.986595035     
   1.9122448924852877        41493765.902868845        40644826.330227308     
   1.9612244609363225        35685023.825533763        34984707.273009449     
   2.0102040293873573        30573708.548919190        30006475.630013570     
   2.0591837408895395        26098083.019158896        25650540.817602146     
   2.1081633093405743        22197552.813649647        21858031.702086933     
   2.1571428777916091        18813626.116404004        18571797.108316403     
   2.2061224462426439        15890735.835036987        15737263.856065715     
   2.2551020146936787        13376761.026988048        13303031.967109459     
   2.3040815831447135        11223365.652670046        11221273.128489353     
   2.3530612946468956        9386169.8284415398        9447969.0969622061     
   2.4020408630979304        7824815.3241646942        7943042.8312097806     
   2.4510204315489652        6502875.4338185005        6670317.8147664974     
   2.5000000000000000        5387740.7866843827        5597439.3873077845     
